title,href,context,hashtag
有關職場的公用空間使用大家看法如何呢？,https://www.dcard.tw/f/mood/p/236482974,大家好雖然遠距了但課還是要上 我們通識課期末需要做一個問卷並分析 我們的主題是大學生對於政大事件帶來的性別歧視此事的看法 https://docs.google.com/forms/d/1on39NE1yXz4E123MA-n4hrqt6a-80lkIuuGZmTL3bBc/edit?ts=607c4028 希望有空的同學們可以幫我們填個問卷💕 祝大家期末都能歐趴 https://i.imgur.com/FN6ayP6.jpg,"問卷,通識,期末考"
我們的畢業旅行2,https://www.dcard.tw/f/mood/p/236478487,"https://i.imgur.com/335ZJH0.jpg 剛剛在巴哈看到這個報導 https://gnn.gamer.com.tw/detail.php?sn=215426 以下引述報導內文： Reach3 Insights針對900名女性玩家(主要來自美國、德國、中國) 做了一些遊戲習慣與對遊戲中女性形象想法的調查。 77% 的女性玩家表示在進行遊戲時經歷性別歧視，70% 受到能力或技能上的質疑，65% 因為性別影響遊戲職業分工，50% 覺得遭到矮化或被哄騙，而 44% 的人則收到了不請自來、發展戀愛關係的要求。 另外，80%的女性玩家對於在 AAA 級大作中的女性角色呈現表示滿意，而 91% 的女性對於獨立研發遊戲中的女性形象感覺滿意。 　　調查也指出吸引女性玩家的核心遊戲元素，88% 的玩家遊玩競技遊戲，75% 的玩家遊玩動作或生存遊戲，66% 的玩家則是射擊遊戲。而 61% 的受訪者回答，他們希望看到遊戲公司打造出全女性的電競團隊來參與高水準的電競賽事。 ______分隔線_____ 搬來狄卡想問問版上大家怎麼看 女生會特別隱藏性別玩遊戲嗎? 我自己個人是不會辣，遇到戰性別的人直接封鎖或不理就好， 不過還真的是有遇過把線上遊戲當交友軟體的人XDD 這邊不是指遊戲不能交朋友，如果是""真""純交朋友當然大歡迎， 畢竟能一起玩遊戲的朋友真的是難能可貴r 但就是有那種玩一玩突然要line或要ig 說玩遊戲糾人方便(難道dc不好ㄇ?🤔 真的給了之後開始照三餐問候在幹嘛 因為對對方沒興趣，他聊的話題也一點都不有趣 就都隔很久才回訊息 結果對方好像沒感受出我很煩的樣子， 一樣一天好幾個訊息 甚至遊戲玩到一半還會傳訊息問我 : 有空玩遊戲怎麼不回訊息QQ 記得最後鬧的不太愉快 態度硬一點跟對方說不想聊天 對方直接腦羞 說我這樣交不到朋友、LINE不就是拿來聊天的嗎(當初不是你一直盧才給的嗎.... 經驗大概是這樣 所以也大概能理解某些女生的想法辣 大家怎麼看呢？以下開放討論( σ ˊ∀`)σ","性別,遊戲,心情"
柯文哲談家戶感染扯同志團體！台灣基進：柯文哲才是問題,https://www.dcard.tw/f/mood/p/236473597,"不要陪男人長大其實就是一個金句 ,,<<<標題引用自此文https://www.thenewslens.com/article/117374>>> 然後認真來說 學生時期 男生成績比女生好 像是頂大男女比 6比4 還不包含男生就讀科系分數較高 出社會薪水比女生多 男生也較少花錢去休閒娛樂 但是總是說男生比較不成熟 當然這跟父母從小對子女不同教育方針 不是女生真的比較沒用 可是鮮少聽過有人拿這個攻擊女性的 有趣的是女生成績較差 尤其數理 但是如果嘲笑女生數理差就會被說是性別歧視 無理由的歧視卻在網路上不斷流傳 頗為諷刺 很難想像這是號稱要追求性別平等的年代所發生的事情 最近剛好接了一個高中學生的社會家教 拿起公民課本來看 想起了一些有趣的事情 像是以前老師都舉例 社會輿論會逼女生蠟燭兩頭燒 要做家事又要上班 媒體推崇好媳婦 現在媒體則是推崇好男人 要承擔經濟壓力不讓女生出錢 不管上班時數是否多於女生 加班回家還是要平分家事 不少人評論女生多做家事是壓榨女性 性別不平等的現象 但是負擔大部分經濟支出則不是壓迫男性 是男生自願的 這跟一個公民課本的概念 親密關係的民主化 蠻相關的 其實親密關係 是可以談論的 然後不要愛喝有毒的雞湯拉 會死得",
去你他家的性別平等,https://www.dcard.tw/f/mood/p/236459547,最近面試了兩個工作 一個是很傳產行業的工作 全部都是男的主管 直屬主管跟直屬主管的主管都是男的 面試的過程中 不知道是我自己比較自卑還是怎麼樣 談話過程中對方就覺得好像覺得我什麼都不懂一樣 （自己幻想以後進去會被性別歧視、嫌棄的一無是處） 另一個就是同事跟上司清一色都是女生那種 說實話我真的滿怕全女生的職場環境 因為我剛離職的工作就是這樣 而且會搞小團體 分派系 私底下互相說壞話 純閒聊 沒有要真的選offer 好奇大家會比較排斥那種職場環境,
女孩子抽菸不好,https://www.dcard.tw/f/mood/p/236439933,https://i.imgur.com/6MJihdU.jpg 金球獎面臨頒發近80屆以來的最大危機❗️ 美國影視界砲轟主辦單位-好萊塢外籍記者協會多年沒有非裔成員、過於種族歧視 連日來已經不少紅星放話要抵制 先有今年視帝馬克魯法洛表示沒辦法將得這座獎當成榮耀或開心 https://i.imgur.com/IaK1rMg.png 史嘉莉約翰森隋後也公開聲明稱以往參加該協會辦的訪問總會碰到一些性別歧視或不舒服的狀況，呼籲大家停止姑息、不要再和他們合作 https://i.imgur.com/GFgSf4e.png 但他們的動作都沒有湯姆克魯斯出手那麼具殺傷力，他將自己獲得的2座影帝和1座最佳男配角獎座全退還，以示抗議。 https://i.imgur.com/ykT2aQf.jpg 好萊塢外籍記者協會向來出了名的愛討好大牌 金球獎過去為了讓大牌在入圍名單上有所斬獲 曾數度被外界恥笑 而今這些大牌見苗頭不對 紛紛背離他們 更讓他們顯得裡外不是人 就像湯姆克魯斯 憑《七月四日誕生》、《征服情海》拿下戲劇類和音樂喜劇類影帝 https://i.imgur.com/jQByJ4E.png https://i.imgur.com/4sCmZq3.jpg 拿下戲劇類和音樂喜劇類影帝 再以《心靈角落》獲電影類最佳男配角 https://i.imgur.com/sbxrE2Q.png 可説電影男演員能拿的獎都拿光了，如此備受青睞 一樣在抵制浪潮上選擇向好萊塢外籍記者協會開槍 眼看Netflix、亞馬遜高層都表明抵制 湯姆克魯斯更公開切割 連年轉播頒獎典禮實況的NBC也表示：「好萊塢外籍記者協會改革重整需要時間」 明年的第79屆金球獎典禮 他們將不會轉播，希望2023年的80屆典禮能夠再次重回NBC 好萊塢外籍記者協會被影視業者封殺至此，讓金球獎陷入空前危機，各方都在關注如何收場 要是有興趣可以看這邊ㄉ文：https://reurl.cc/Q7yRVO 比較硬但解釋很多困惑 轉：https://stars.udn.com/star/story/10090/5448055,"電影,歐美電影,金球獎,湯姆克魯斯"
#三更 朝夕相處的同事，在飲料加了「不明物」,https://www.dcard.tw/f/mood/p/236433777,志玲姐姐閃婚的消息曝光時，大家都在問「為什麼是他」，隨著兩人到台南舉辦婚禮、一起接受雜誌採訪，Akira溫柔、溫暖又貼心的暖男舉止，才漸漸讓大家了解到「只能是他」，連志玲姐姐都說：「不管怎樣，我們都要在一起。」並透露兩人其實認識有7~8年之久，去年再度聯絡上，讓她有種「緣分兜轉在一起」的命定感。 《一通電話曝Akira超級暖男個性》 林志玲和Akira夫妻兩人接受雜誌採訪，聊到決定愛情的關鍵瞬間，竟是在「一通電話」，林志玲表示，當時她祖母過世，她雖然白天強撐著處理事情，晚上回家後卻整個人快身心崩潰，那時第一個想到的人就是Akira，她打電話給他，無法停止的爆哭，後來哭到太累而睡著，醒來時發現電話還在線上，Akira在電話那頭跟她說：「我在這裡。」讓林志玲大受感動！ 林志玲說：「他僅僅只是在電話那頭陪著我，我卻可以感覺他就在我身邊，那種陪伴是我一輩子都不會忘記的感動瞬間。」這件事也成為兩人決定在一起的關鍵點，林志玲直言：「感覺生命中的缺角被補上了，那是一種心的安定感。」Akira整夜沒掛電話的舉動，讓網友們直呼太暖了~~難怪志玲姐姐會選擇嫁給他，因為只有在最無助的時候依然陪伴在身邊的人，才最能撫慰人心，「陪伴」就是愛情最好的告白。 《最暖金句「志玲就是我的小孩」》 Akira暖男事蹟不只這一樁，在婚禮現場也是金句頻出，當小S起鬨說：「請他不要喝醉，因為今天晚上他們兩個可能會受孕。」Akira這樣回：「做人的話我們再找時間，時機很重要，不過，我已經有小孩了，就是志玲啊！」放送滿滿的粉紅泡泡~太甜了啦~~男友或老公把自己當成小女孩寵，哪個女生能不心動啊！言承旭被判出局一點也不意外。 《選擇在台南辦婚禮，也是Akira提議》 林志玲和Akira在台南吳氏宗祠舉辦世紀婚宴，沒想到地點的選擇，竟也是出自Akira的提議，Akira說：「會將結婚儀式場地選在台南，因為我岳父岳母也選在這舉辦了儀式，另外，對我的妻子來說，這裡也是她和祖母及家人有著美好回憶的地方，當時提出要選在台南舉辦婚禮時，妻子也非常的高興，能在台南和大家成為家人，還得到世界各地朋友們的祝福，由衷地感到非常的開心，我們雖然沉浸在喜悅之中，但絕不會忘記本身肩負的責任感。」除了表達新婚喜悅之情，Akira也不忘在文末感謝守在婚禮現場辛苦工作的媒體們，真的是個很溫柔又細心的人，難怪能贏得志玲姐姐芳心！ https://www.google.com/amp/s/woman.tvbs.com.tw/amp/fashion/15934 能堅持等到對的人，不將就地步入婚姻真的不容易❤️希望夫妻檔能多多放閃🤣 最近被ELLE刷爆林志玲的神仙面孔，原本還不太熟悉她這個人，一了解就愛上❤️ 熱衷於公益的她也超圏粉的啦！ https://i.imgur.com/qYY6ltu.jpg https://www.elle.com/tw/entertainment/cover-people/a36306030/chiling-akira-cover-story/ — 再分享個其他林志玲超棒的語錄！ 1.單身不是一個罪！不要做一個被年齡支配的女人。 2.女人要知道自己的珍貴、珍惜自己，要有能力去幫助身邊的人，要有能屈能伸的特質，要有能力喜歡自己。 3.脫離舒適圈也能回去。但不踏出去，無法發現新的自己。 4.世上只有該結婚的感情，沒有該結婚的年齡。 5.我一直堅信，只要我努力相信愛情，愛情有一天會眷顧於我。 6.誰說經過了時光的洗禮，就必須不一樣？該優雅的時候優雅，該可愛的時候可愛。如果你不保持青春的心境，那你就肯定朝另一個方向奔了。我就是這樣的，對不起，我就是要保持下去。這就是我私下的樣子。 7.快樂不是一種性格，是一種能力。 8.我希望我老了的時候，還是可以像現在的自己一樣，如同向日葵的向陽性，朝著陽光的方向走，就可以保有樂觀的人生態度。 https://i.imgur.com/dFafu8H.jpg https://i.imgur.com/5M9Dj1M.jpg https://i.imgur.com/8qT2DLe.png 她不是童話世界裡的公主，而是在真實人生裡勇往直前的林志玲。 — 另外，也有個延伸議題想跟大家分享 關於社會對女人的年齡歧視 中年男子未婚會被說成「黃金單身漢」，那為什麼女生沒結婚就是「剩女」、「敗犬」呢？ https://crossing.cw.com.tw/amp/article/11854 媒體新聞報導時總是強調「44歲志玲姊姊閃嫁小7歲的Akira」，或是「44歲林志玲閃婚想當媽」。 喔喔，發現了嗎？這就是典型對女人的年齡歧視啊！ 年紀這件事，在男女之間是存在雙重標準的。女性只要超過30歲，以上仍然未婚、未孕，在職場上、私底下、家庭生活、公開場合間，都會被問到「怕不怕變成剩女？」、「怕不怕變成高齡產婦？」 但男人無論何時結婚，都不會被特別強調年齡，也不會特別被問到「怕不怕變成剩男？」、「怕不怕變成高齡爸爸？」男性即使超過40歲仍然未婚，也會被稱為黃金單身漢。 即使過了40歲仍然沒有孩子，也不需要承受社會眼光的指責，彷彿自己「生理上有缺陷」才無法順利有孩子。 把一些問句的情境套用在男性身上，如果你會覺得荒謬，那八成這句話就是不符合性別平等思考脈絡的話。 女人因為先天上擁有男人不能做到的生理功能，但女人在孕育新生命上的年限的確是有的，就背上了這個原罪。日本在這上面更加嚴苛！ 女性只要超過25歲還沒有結婚，就會被稱作是「過期的聖誕節蛋糕」。原因是，日本人在聖誕節時習慣吃聖誕節蛋糕過節，一但過了25號，賣不出去的蛋糕就等於是滯銷過期了。 最近讀《年齡騷擾》這本書，書中指出在日本人們還會說「女人如花，男人如樹」。僅只是這個比喻本身，就已經可以掀起女人的焦慮。如果女人盛開就像花，20多歲盛開之後就只會一直凋零了，多令人恐慌！ 所以，臺灣大眾在端午連假期間如此關心志玲姐姐婚事、孕事，甚至有命理師指出兩人感情恐在婚後產生變化，因為女方成就明顯高於男方，會導致男方有壓力等言論，實際上也反映了一般人對女性的性別歧視，認為高成就的女性一定會嚇跑男人。 有民眾認為這一對是姐弟戀，就更加堪憂了！因為男人都愛年輕貌美的，愛有生育能力的.....Well，這不是對女性的年齡歧視又是什麼呢？ https://www.google.com/amp/s/www.ettoday.net/amp/lemon_amp_news.php%3flemon_news_id=44116 — 希望我也能活的像林志玲這樣溫柔又堅強的女人，永遠保有青春可愛的心，永遠不被年齡綁架情緒❤️ 林志玲：現在的我比20歲更好。時間是公平的，並沒有特別感嘆鎖不住時間。如果是40歲，那就適時做40歲最好的女人。 https://i.imgur.com/jEXeGIL.jpg,"林志玲,正能量,女神,人美心也美,優雅又可愛"
如何有效的討論--發表立場、反駁和回應留言,https://www.dcard.tw/f/mood/p/236430469,近期在迪卡板上看到許多排位或者徵隊友 這我都覺得沒差 我也沒有要惡意針對藍頭 只是近期有些藍頭只回粉頭留言 或者只跟粉頭玩的行為我真的看不下去 本人也是會跟女生玩的人 但是也不要只跟女生玩或是只帶女生吧 每次粉頭發文就一堆藍頭在下面留言說要帶排 藍頭說要一起打都直接被忽略 我認識很多板上的藍頭都是很有實力的啊 希望有些人有自知之明 大家不要有什麼性別歧視 共勉之,
這個實習到底合不合理？,https://www.dcard.tw/f/mood/p/236424778,近期在迪卡板上看到許多排位或者徵隊友 這我都覺得沒差 我也沒有要惡意針對粉頭 只是近期有些粉頭只回藍頭留言 或者只跟藍頭玩的行為我真的看不下去 我本人也是會跟男生玩的人 但是也不要只跟男生藍頭玩吧 我認識很多板上的粉頭都是很有實力的 也希望有些人有自知之明 大家不要有什麼性別歧視 共勉之,"傳說對決,排位,戰友"
罵一罵比較爽？換位思考很難？性別歧視從你我開始消除,https://www.dcard.tw/f/mood/p/236394777,台灣2021預估生育率全世界最低，對我們這高齡化社會是多大的警訊大家都知道 我要分享的是去面試的經驗 今年我31歲，之前因為有結婚打算不敢輕易離職，因為我很清楚去下份工作，沒有多少老闆想讓你一去到就休婚假，後來因為分手我就不再有顧慮離職 我總共面試四間公司，都是大型企業，主管有男有女，但沒有例外，每一個都問妳結婚了嗎？有男友嗎？甚至有位主管直接問妳會不會來沒多久就結婚？ 我當然知道身為主管會有人力的考量，有人會說這是性別歧視，妳可以拒絕回答或舉發，但我就只是小小平民而已，我是要求一份工作而不是當正義魔人 另一個是朋友的經驗 她生完小孩不敢請育嬰假就回來上班，因為六成薪太少，雙薪小資族真的不夠，但她回來上班就遇到很現實的事，小孩生病發燒難免，只要小孩生病就需要有個人請假，她和先生輪流請，到最後特休休完了，她只好頭皮和主管請家庭照顧假，主管說妳怎麼敢請這個假？最後主管雖還是有讓她請 我相信在職場上，不管單身或是已婚的女性，肯定都或多或少看到或遇到這些種種 今天這個發言是要幫現代職業女性發聲，如果這個社會對待女生，可以再友善一點會更美好,"求職,面試經驗,面試"
#純抒發 和爸爸關係不好,https://www.dcard.tw/f/mood/p/236337902,稍早發現喜歡的男生ig追蹤都是一些健身男&🌈居多 這樣他是不是有7.8成是🌈😂 沒有任何性別歧視！ 當然祝福對方能找到好對象啦😆,
【名家專欄】勿重蹈蘇聯時代「綏靖」政策,https://www.dcard.tw/f/mood/p/236327039,"https://www.dcard.tw/f/bts/p/233521498 https://i.imgur.com/wNpxDcH.jpg 全球權威讀物「經濟學人」中較大篇幅專文撰寫防彈的大概就這麼兩篇（前一篇可以點上面的連結），這篇woke blokes從發布到今天的解析雖然已經有半年的時間，不過裡面很多相當好的素材都是沒有時效性的（timeless），靈活地運用在寫作口說當中勢必能讓你的英文更加出彩！與上一篇挑重點句的方式不同，本次解析為每句都編了號以重點方式講解，可以特別仿寫的地方會再以**星號註記。 （原文點此） https://www.economist.com/asia/2020/10/08/the-company-behind-bts-k-pops-biggest-act-is-going-public Woke blokes（大標） woke除了當wake的過去式跟pp外，這邊當形容詞指的是「對種族或社會正義議題高度重視、覺醒的」，主要用法有stay woke，為主美俚語。bloke為英式英文非正式字，意為a man。兩個字合起來可理解為「清醒的人們」，光從大標的選字到押韻就可端倪出經濟學人寫作強大的地方。 The company behind BTS, K-pop’s biggest act, is going public （主標） 公司即將上市。act這裡指的是performer。 The boy band has found success by defying oafish stereotypes（次標） **defying oafish stereotypes「對抗愚蠢的傳統束縛」相當漂亮的用法可以學起來，oafish來自oaf「傻瓜蠢材（a stupid person）」，oaf在古英文指的是哥布林生下來的小孩又醜又畸形，現代英文已經沒有這層意思，而是形容人unintelligent（愚蠢的）或graceless（無禮、難看的）。 Oct 8th 2020 SEOUL (1) For the past couple of years, the biggest news in the world of K-pop has been decidedly unpleasant. (2) A scandal centred on “Burning Sun”, a glitzy nightclub in Seoul, South Korea’s capital, saw several male K-pop stars and industry executives accused last year of sexual abuse, procuring sex for business partners, drug-peddling and bribery. (3) Later in the year two female idols committed suicide in the space of a few weeks. (4) Both had been subject to misogynistic abuse for years. (1) 近幾年Kpop的新聞著實讓人不快（decidedly unpleasant）。 (2) 夜店醜聞，許多明星高官也深陷其中，注意saw的主詞非人（a scandal）的這種用法。glitzy「富麗堂皇的」，有時為一負面字（sometimes disapproving）。幾個犯罪用語稍微認識：sexual abuse「性虐待、性侵害」、procure sex「拉皮條」（procure的第一定義是努力取得或達成，比如procure COVID-19 vaccines「掙疫苗」，但當與性方面連用就轉成了第二定義，也就是這裡的用法。）、drug-peddling「販毒」、bribery「行賄、收賄」。 (3) in/within the space of「在一段時間內」，在幾周內相繼自殺。 (4) be subject to「受...影響；蒙受...」，用had been是因為比committed suicide更早發生，並不是看到for years就一定會選現在完成式。misogyny「厭女、貶抑女性（hatred of, aversion to, or prejudice against women）」，詞類變化為misogynistic（厭女的）、misogynist（厭女者），近義於sexism（性別歧視）。前面的miso代表「恨」，比如misoneism（討厭創新或改變，中間的nei就是new）、misandry（厭男，andr為男性字根）、misanthrope（厭世者，結合了後面的anthropo人類，核心含義就是討厭人類，近義於cynic覺得人的行為本自私），gyn代表「女性」，比如gynecologist（婦科醫生）、androgynous（沒有性別區分的、兼具兩性特徵的，此字就是把男性andr跟女性gyn的字根合起來）。這句當中的abuse應可理解為較偏向網路上的酸言酸語（language that condemns［譴責］or vilifies［詆毀；醜化］usually unjustly, intemperately［偏激地］, and angrily），與第2句abuse表達的physical maltreatment有所不同。 (5) But the industry’s biggest stars seem untouched by its seedy side. (6) BTS, the world’s most successful K-pop group and the biggest boy band on the planet, has found global success by selling something close to the opposite of the machismo and aloofness that are usually required from K-pop idols. (7) The seven 20-something men present themselves as down-to-earth, frank about the pressures and downsides of fame, socially engaged and aware of their own shortcomings. (8) When fans got upset about a set of sexist lyrics a few years ago, the member who wrote them apologised for his ignorance and vowed to “study more” to avoid such lapses in future (he has since been spotted reading a feminist novel). (9) And when American fans asked the group to support the Black Lives Matter protests this year, they promptly did. **(5) it代指前面的industry。untouched by its seedy side「出淤泥而不染」漂亮用法。untouched相當於unaffected（不受影響的），而seedy在這裡等同disreputable（名聲不佳的）或是sordid/squalid（骯髒敗壞的，抽象義）。 **(6) 之所以成功是因為賣點跟以往對愛豆的要求近乎相反，一般認為要有machismo「大男人主義」（此為貶義字，呼應第4句misogynistic，machismo的祖先為macho，當形容詞用，意思一樣），還要有aloofness「高冷特質」（來自aloof「無動於衷、冷漠的」，比如stood aloof from worldly success不在乎世名）。 **(7) 七位20出頭男孩的特質：down-to-earth「務實（practical）而真誠（unpretentious）」、坦承名聲的壓力和陰暗面、積極參與社會，也了解到自己的不足。此處的平行為：present themselves as (1) down-to-earth (2) frank about (3) socially engaged (4) aware of，架構抓出來再閱讀就會一目瞭然。 (8) 坦承作品中性別意識的不足，之後也做了更多功課避免錯誤。lapse指疏忽造成的小錯（對應到同一句前面的ignorance），比如a lapse of concentration（走神），或是a lapse of memory（想不起來），當名詞也可指「時間間隔」，比如a considerable lapse of time；另外lapse也可當不及物動詞「期滿；終止」，比如the treaty lapsed in 1995（條約在1995年失效）；最後lapse into指陷入某種負面情況，比如lapsed into silence/unconsciousness/a coma/decline/chaos。 (9) 呼應大標的woke還有第7句的socially engaged。they promptly did可換成they did with alacrity (did=supported the protests）。 (10) Such behaviour resonates with fans in South Korea and beyond. (11) “The message they send is so different from other boy bands,” says Lim Hyun-jee, a 26-year-old from Seoul. (12) “They talk about growth, mental health, bullying and anything that we can all relate to,” she gushes. (13) “And they get along so well, it’s very appealing.” (10) resonate with「產生共鳴、發揮影響」。such behavior呼應前面789句。 (11) 呼應第6句。小心：be different的標準用法要接from（補充：表相同為be identical with）。 (12) 與前面世俗認定的aloofness相對照，防彈的作品風格與生活議題是息息相關的。gush用得很生動，比單純say出彩許多，意指「誇張或熱情表達」，原意為噴湧而出，比如blood gushing from a wound或是water gushed out of the pipe。 (13) get along so well（情同手足）。 (14) Hong Seok-kyeong of Seoul National University believes that BTS’s success stems partly from the hope they offer a generation of fans worn down by the pressure to compete and conform in their education and careers. (15) “Both in their songs and in their interactions with fans they show that they can relate to these pressures,” she says. (16) “Their whole story suggests that it’s OK to be different and that you can still be successful even if you don’t really fit in.” (17) She thinks that young women, in particular, like their softer, emotionally vulnerable brand of masculinity as an alternative to South Korean machismo. (18) Being pretty helps, of course. (19) “The way they make themselves beautiful is very much about providing visual pleasure to a female audience.” **(14) 壓抑的學校和職場氛圍拖垮（wear down）了年輕世代的心靈，而防彈正是救贖。stem partly from「部分源於」，也可以學起來。 (15) they can relate to再次和12句呼應，顯現防彈的親民程度。 (16) 不一樣又怎樣，對照14句worn down by the pressure to conform。 **(17) softer和emotionally vulnerable跟後面machismo這種exaggerated的特質做強烈對比。masculinity（男性特質）本身是個中性字，前面可接正或負態度的形容詞表達不同語義，但machismo幾乎為負態度（usually disapproving），所有字典對這個字的定義都離不開strong/exaggerated/aggressive這些語義。 (18)(19) 顏值顏值顏值❤️ (20) Some Korean feminists speculate that the band’s woman-friendly image is too good to be true, given the sexist norms of the industry in which they work. (21) Others take it at face value. (22) At the very least, BTS’s success has shown that niceness is a marketable quality, which may encourage others to give it a try. (23) The numbers speak for themselves. (24) After teetering on the brink of bankruptcy a decade ago, Bang Si-hyuk, who founded BTS’s production company, Big Hit Entertainment, is now a squillionaire. (25) The company’s planned listing on the Korean stock exchange on October 15th looks set to make him and BTS even richer. (26) Massively oversubscribed by both institutional investors and hardened fans, it is expected to value Big Hit at $4bn or so. (20) given接名詞或that子句表「有鑑於...；考慮到...」。sexist norms再次呼應前面的misogynistic abuse和machismo對女性很不友善的社會環境。woman-friendly跟sexist情感上構成強烈對比，所以才會覺得too good to be true。 (21) 有些女權人士則相信這樣友善的形象。take/accept sth at face value「看表面信以為真」。 (22) 最起碼niceness這樣的友善特質大家是會買單的，有拋磚引玉的效果。 (23) 數字會說話，最後講公司的營運績效。 (24) teeter意思就是走路搖搖晃晃，引申出teeter on the brink/edge of就是「瀕臨某種危急情況」，比如bankruptcy/war/extinction。squillionaire英式英文非正式字「億萬富翁」。 (25) planned listing on the stock exchange計畫在證券交易所上市。be/look set to「預計會...」。 (26) massively oversubscribed搭配用法「被大量超購」，多虧投資人跟鐵粉的鼎力相助，squillionaire的封號當之無愧，it指前一句的planned listing。 This article appeared in the Asia section of the print edition under the headline ""Woke blokes"" 文章在經濟學人201010期紙本亞洲版中可以找到 喜歡今天的分享嗎？懇請按愛心、分享給你身邊的A.R.M.Y、韓飯或是正在學英文的朋友讓更多人看到哦！","BTS,防彈少年團,英文,經濟學人"
多少人還支持活摘器官+性別歧視+高傲自大+防疫不力的人,https://www.dcard.tw/f/mood/p/236550709,〔記者李雅雯／台北報導〕yes123求職網今（27）日發布「職場爆肝壓力與勞動節願望調查」，調查結果顯示，92.2%勞工在下班或休假時間仍有用手機處理公務的經驗，平均每月花上12.5小時。勞動節最大願望不是調薪，而是「身心健康」。 該份調查指出，受訪勞工中有76.1%在過去1年曾經無酬加班，初估每個月平均少領加班費5089元。92.2%勞工在下班後或休假時間仍有用手機處理公務的經驗，平均花上12.5小時。勞工平日平均睡眠時間6.7小時，83.3%勞工自認睡眠不足。 勞工認為工作上主要壓力來源為「工作量太大，又很難減少」，再者依序為：工作時間太長、自認工作表現差、擔心被裁員或減薪、經常被直屬上司責難。52.4%勞工曾經因為工作壓力大而影響身心健康。 42.6%勞工曾經遇過職場性別歧視；49.1%曾經碰過職場學歷歧視。51.2%勞工（男女比例為3：7）曾經遇過職場性騷擾，加害對象主要來自於同事，僅有35%會當面表達不滿，另有24.4%會選擇默默地忍受。 對於勞動節願望，勞工普遍期待「身心健康即可」，而非以調薪作為第一願望。 yes123求職網發言人楊宗斌表示，手機加上通訊軟體讓主管可以隨時與員工聯絡、詢問、關切工作進度，恐成變相無酬加班，甚至導致部分勞工下班後一聽到「叮咚」訊息提醒聲就神經緊繃，雇主應該劃清楚上班、下班界線，尊重勞工的私人時間和空間。 「職場爆肝壓力與勞動節願望調查」由yes123求職網在今年4月7日到20日期間，以網路問卷進行抽樣，調查已畢業（或退伍、免役）、年滿20歲以上、目前有工作的會員，有效問卷共1266份，其中男性佔646份，女性佔620份，信心水準95%，誤差值正負2.75%。 - 原文網址： https://ec.ltn.com.tw/article/breakingnews/3512904 - 每次看到這種調查都覺豪可怕QAQ 台灣ㄉ慣老闆真是無所不在,"時事,台灣,新聞"
學歷真的很重要嗎？,https://www.dcard.tw/f/mood/p/236535589,先說我自覺沒有很女權，只是覺得靠自己最好，而且有時候太過依賴另一半，對方壓力也很大等等，總而言之進入正題吧！ 今天跟老媽在計程車上聊天我整個無名火上來 媽媽：剛剛那個男護理師說他在準備考二技 我：是喔，那可能就剛畢業沒多久吧（有稍微小聊 媽媽：對啊～果然男生學歷真的很重要 我：為什麼！女生就不重要嗎 媽媽：但女生終究要回歸家庭啊～ 我：憑什麼！就算這是事實，但不能覺得女生學歷就不重要ㄚ 媽媽：但是女生可以⋯比較方便 我：可以什麼，這是什麼性別歧視ㄚ，這搞得女生都很不純欸，那乾脆女生都不要生小孩有家庭，做自己想做的算了 此時此刻司機突然說話了 司機：可是有時候女生學歷太高很可怕欸 我：為什麼？！那怎麼不說是男生自己配不上女生，憑什麼女生要為了滿足男生而委屈求全 我媽貌似發現自己所說的讓我有點不高興 媽媽：也是啦，大家都應該要好好努力 我不否認我有點激動，也不覺得學歷什麼的會成為在一起的條件，重點還是價值觀、相處的感覺等等，但我很訝異我媽會有這種想法，這只是其中的一個話題使我這麼認為她有這種想法，會不會哪一天我往上爬升了，我媽也會這麼認為我是用了什麼方式？或是等我有了小孩會勸我回歸家庭？ 我不知道是我太敏感還是怎樣，這個社會本來就不公平，畢竟就身體構造來說就不是同一個起點，但我最親的人竟然也這麼認為，老實說有點受傷啦～,女生
